aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
"[""ICC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.2"",""source_row_key"":""2""}",dc.interagency.coordinating.council.icc,"[""Mayor's Order 20012-49""]",Interagency Coordinating Council (ICC),https://osse.dc.gov/service/dc-interagency-coordinating-council,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":2,""NAME"":""Interagency Coordinating Council (ICC)"",""SHORT_NAME"":""Interagency Coordinating Council (ICC)"",""ACRONYM"":""ICC"",""GOVERNING_AGENCY"":""Office of the State Superintendent of Education"",""ADDRESS"":""1050 First Street NE"",""TYPE"":""Council"",""WEB_URL"":""https://osse.dc.gov/service/dc-interagency-coordinating-council"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 20012-49"",""OBJECTID"":2,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""ICH""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.9"",""source_row_key"":""9""}",dc.interagency.council.on.homelessness.ich,"[""D.C. Code § 4-752.01""]",Interagency Council on Homelessness (ICH),https://ich.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":9,""NAME"":""Interagency Council on Homelessness (ICH)"",""SHORT_NAME"":""Interagency Council on Homelessness (ICH)"",""ACRONYM"":""ICH"",""GOVERNING_AGENCY"":""Deputy Mayor for Health and Human Services"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 223"",""TYPE"":""Council"",""WEB_URL"":""https://ich.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 4-752.01"",""OBJECTID"":9,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""ICPRB""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.135"",""source_row_key"":""135""}",dc.interstate.commission.on.the.potomac.river.basin.icprb,"[""D.C. Code § 8-1601""]",Interstate Commission on the Potomac River Basin (ICPRB),https://www.potomacriver.org/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":135,""NAME"":""Interstate Commission on the Potomac River Basin (ICPRB)"",""SHORT_NAME"":""Interstate Commission on the Potomac River Basin (ICPRB)"",""ACRONYM"":""ICPRB"",""GOVERNING_AGENCY"":""Department of Energy & Environment"",""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":""https://www.potomacriver.org/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 8-1601"",""OBJECTID"":135,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1121"",""source_row_key"":""1121""}",dc.john.a.wilson.building.fund,[],John A. Wilson Building Fund,https://cfo.dc.gov/publication/2023-zz0-john-wilson-building-fund,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1121,""AGENCY_NAME"":""John A. Wilson Building Fund"",""SHORT_NAME"":""John A. Wilson Building Fund"",""ACRONYM"":null,""BUDGETCODE"":""ZZ0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Financing and Other"",""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/publication/2023-zz0-john-wilson-building-fund"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":103,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""JNC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.103"",""source_row_key"":""103""}",dc.judicial.nomination.commission,"[""D.C. Code § 1-204.34""]",Judicial Nomination Commission,https://jnc.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":103,""NAME"":""Judicial Nomination Commission"",""SHORT_NAME"":""Judicial Nomination Commission"",""ACRONYM"":""JNC"",""GOVERNING_AGENCY"":null,""ADDRESS"":""515 5th Street NW, Suite 235"",""TYPE"":""Commission"",""WEB_URL"":""https://jnc.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 1-204.34"",""OBJECTID"":103,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.104"",""source_row_key"":""104""}",dc.lactation.commission,[],Lactation Commission,https://dchealth.dc.gov/service/dc-lactation-commission,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":104,""NAME"":""Lactation Commission"",""SHORT_NAME"":""Lactation Commission"",""ACRONYM"":null,""GOVERNING_AGENCY"":""DC Health"",""ADDRESS"":""899 North Capitol Street NE"",""TYPE"":""Commission"",""WEB_URL"":""https://dchealth.dc.gov/service/dc-lactation-commission"",""AUTHORIZING_ORDER_LAW"":null,""OBJECTID"":104,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.105"",""source_row_key"":""105""}",dc.lottery.and.charitable.games.control.board,"[""D.C. Code § 3–1301""]",Lottery and Charitable Games Control Board,https://oah.dc.gov/page/lottery-and-charitable-games-control-board,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":105,""NAME"":""Lottery and Charitable Games Control Board"",""SHORT_NAME"":""Lottery and Charitable Games Control Board"",""ACRONYM"":null,""GOVERNING_AGENCY"":null,""ADDRESS"":null,""TYPE"":""Board"",""WEB_URL"":""https://oah.dc.gov/page/lottery-and-charitable-games-control-board"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3–1301"",""OBJECTID"":105,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,board
[],,,"{""candidate_id"":""candidate.dcgis.agencies.1122"",""source_row_key"":""1122""}",dc.master.equipment.lease.purchase.program,[],Master Equipment Lease/Purchase Program,https://cfo.dc.gov/node/1539586,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1122,""AGENCY_NAME"":""Master Equipment Lease/Purchase Program"",""SHORT_NAME"":""Master Equipment Lease/Purchase Program"",""ACRONYM"":null,""BUDGETCODE"":""ELO"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":null,""BRANCH"":""Other"",""ADDRESS"":null,""TYPE"":""Budgetary"",""WEB_URL"":""https://cfo.dc.gov/node/1539586"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Financing and Other"",""OBJECTID"":104,""MAYORAL_OR_NOT"":""Non-Mayoral""}","[""dcgis.agencies""]",needs_review,agency
,,,,dc.mayor,,Mayor of the District of Columbia,,"[""municipal"",""state_equivalent""]",,civic_unit,,"[""dc_code""]",active,elected_office
"[""MACCCA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.106"",""source_row_key"":""106""}",dc.mayor.s.advisory.commission.on.caribbean.community.affairs.maccca,"[""Mayor's Order 2012-127""]",Mayor's Advisory Commission on Caribbean Community Affairs (MACCCA),https://moca.dc.gov/page/mayor%E2%80%99s-advisory-commission-caribbean-community-affairs,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":106,""NAME"":""Mayor's Advisory Commission on Caribbean Community Affairs (MACCCA)"",""SHORT_NAME"":""Mayor's Advisory Commission on Caribbean Community Affairs (MACCCA)"",""ACRONYM"":""MACCCA"",""GOVERNING_AGENCY"":""Mayor's Office of Community Affairs"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Commission"",""WEB_URL"":""https://moca.dc.gov/page/mayor%E2%80%99s-advisory-commission-caribbean-community-affairs"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2012-127"",""OBJECTID"":106,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""MCPFHN""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.5"",""source_row_key"":""5""}",dc.mayor.s.council.on.physical.fitness.health.and.nutrition,"[""D.C. Code § 7-121""]","Mayor's Council on Physical Fitness, Health, and Nutrition",https://dmhhs.dc.gov/physicalfitness,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":5,""NAME"":""Mayor's Council on Physical Fitness, Health, and Nutrition"",""SHORT_NAME"":""Mayor's Council on Physical Fitness, Health, and Nutrition"",""ACRONYM"":""MCPFHN"",""GOVERNING_AGENCY"":""DC Health"",""ADDRESS"":null,""TYPE"":""Council"",""WEB_URL"":""https://dmhhs.dc.gov/physicalfitness"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 7-121"",""OBJECTID"":5,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""MIC""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.3"",""source_row_key"":""3""}",dc.mayor.s.interfaith.council.mic,"[""Mayor's Order 2011-110""]",Mayor's Interfaith Council (MIC),https://ora.dc.gov/page/mayors-interfaith-council,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":3,""NAME"":""Mayor's Interfaith Council (MIC)"",""SHORT_NAME"":""Mayor's Interfaith Council (MIC)"",""ACRONYM"":""MIC"",""GOVERNING_AGENCY"":""Office of Religious Affairs"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Council"",""WEB_URL"":""https://ora.dc.gov/page/mayors-interfaith-council"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2011-110"",""OBJECTID"":3,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,council
"[""MOCA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1058"",""source_row_key"":""1058""}",dc.mayor.s.office.of.community.affairs,[],Mayor's Office of Community Affairs,https://moca.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1058,""AGENCY_NAME"":""Mayor's Office of Community Affairs"",""SHORT_NAME"":""Mayor's Office of Community Affairs"",""ACRONYM"":""MOCA"",""BUDGETCODE"":""RP0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://moca.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":52,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOCRS""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1168"",""source_row_key"":""1168""}",dc.mayor.s.office.of.community.relations.and.services,[],Mayor's Office of Community Relations and Services,https://mocrs.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1168,""AGENCY_NAME"":""Mayor's Office of Community Relations and Services"",""SHORT_NAME"":""Mayor's Office of Community Relations and Services"",""ACRONYM"":""MOCRS"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://mocrs.dc.gov/"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":147,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOLC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1135"",""source_row_key"":""1135""}",dc.mayor.s.office.of.legal.counsel,"[""§ 1-608.51a""]",Mayor’s Office of Legal Counsel,https://molc.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1135,""AGENCY_NAME"":""Mayor’s Office of Legal Counsel"",""SHORT_NAME"":""Mayor’s Office of Legal Counsel"",""ACRONYM"":""MOLC"",""BUDGETCODE"":""AH0"",""LEGISLATION"":""§ 1-608.51a"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 407"",""TYPE"":""Agency"",""WEB_URL"":""https://molc.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":117,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOLGBTQ""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1057"",""source_row_key"":""1057""}",dc.mayor.s.office.of.lesbian.gay.bisexual.transgender.and.questioning.affairs,"[""2-1382""]",Mayor's Office of Lesbian Gay Bisexual Transgender and Questioning Affairs,https://lgbtq.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1057,""AGENCY_NAME"":""Mayor's Office of Lesbian Gay Bisexual Transgender and Questioning Affairs"",""SHORT_NAME"":""Mayor's Office of Lesbian Gay Bisexual Transgender and Questioning Affairs"",""ACRONYM"":""MOLGBTQ"",""BUDGETCODE"":""AA0"",""LEGISLATION"":""2-1382"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""2000 14th Street NW, Suite 101"",""TYPE"":""Agency"",""WEB_URL"":""https://lgbtq.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":51,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MONC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1170"",""source_row_key"":""1170""}",dc.mayor.s.office.of.nightlife.and.culture,[],Mayor's Office of Nightlife and Culture,https://communityaffairs.dc.gov/monc,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1170,""AGENCY_NAME"":""Mayor's Office of Nightlife and Culture"",""SHORT_NAME"":""Mayor's Office of Nightlife and Culture"",""ACRONYM"":""MONC"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 316"",""TYPE"":""Agency"",""WEB_URL"":""https://communityaffairs.dc.gov/monc"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":149,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MORA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1059"",""source_row_key"":""1059""}",dc.mayor.s.office.of.religious.affairs,[],Mayor's Office of Religious Affairs,https://ora.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1059,""AGENCY_NAME"":""Mayor's Office of Religious Affairs"",""SHORT_NAME"":""Mayor's Office of Religious Affairs"",""ACRONYM"":""MORA"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://ora.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":75,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOTA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1147"",""source_row_key"":""1147""}",dc.mayor.s.office.of.talent.and.appointments,[],Mayor's Office of Talent and Appointments,https://mota.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1147,""AGENCY_NAME"":""Mayor's Office of Talent and Appointments"",""SHORT_NAME"":""Mayor's Office of Talent and Appointments"",""ACRONYM"":""MOTA"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, 6th Floor"",""TYPE"":""Agency"",""WEB_URL"":""https://mota.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":126,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOCC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1171"",""source_row_key"":""1171""}",dc.mayor.s.office.of.the.clean.city,[],Mayor's Office of the Clean City,https://communityaffairs.dc.gov/mocc,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1171,""AGENCY_NAME"":""Mayor's Office of the Clean City"",""SHORT_NAME"":""Mayor's Office of the Clean City"",""ACRONYM"":""MOCC"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://communityaffairs.dc.gov/mocc"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":150,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOVA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1060"",""source_row_key"":""1060""}",dc.mayor.s.office.of.veterans.affairs,"[""§ 49-1002""]",Mayor's Office of Veterans Affairs,https://ova.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1060,""AGENCY_NAME"":""Mayor's Office of Veterans Affairs"",""SHORT_NAME"":""Mayor's Office of Veterans Affairs"",""ACRONYM"":""MOVA"",""BUDGETCODE"":""VA0"",""LEGISLATION"":""§ 49-1002"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 707 North"",""TYPE"":""Agency"",""WEB_URL"":""https://ova.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":83,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOAA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1061"",""source_row_key"":""1061""}",dc.mayor.s.office.on.african.affairs,"[""§ 2-1395""]",Mayor's Office on African Affairs,https://oaa.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1061,""AGENCY_NAME"":""Mayor's Office on African Affairs"",""SHORT_NAME"":""Mayor's Office on African Affairs"",""ACRONYM"":""MOAA"",""BUDGETCODE"":""AA0"",""LEGISLATION"":""§ 2-1395"",""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""899 North Capitol Street NE"",""TYPE"":""Agency"",""WEB_URL"":""https://oaa.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":54,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOAAA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1169"",""source_row_key"":""1169""}",dc.mayor.s.office.on.african.american.affairs,[],Mayor's Office on African American Affairs,https://communityaffairs.dc.gov/moaaa,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1169,""AGENCY_NAME"":""Mayor's Office on African American Affairs"",""SHORT_NAME"":""Mayor's Office on African American Affairs"",""ACRONYM"":""MOAAA"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://communityaffairs.dc.gov/moaaa"",""SOURCE"":null,""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":148,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOAPIA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1062"",""source_row_key"":""1062""}",dc.mayor.s.office.on.asian.and.pacific.island.affairs,"[""§ 25-202""]",Mayor's Office on Asian and Pacific Island Affairs,https://apia.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1062,""AGENCY_NAME"":""Mayor's Office on Asian and Pacific Island Affairs"",""SHORT_NAME"":""Mayor's Office on Asian and Pacific Island Affairs"",""ACRONYM"":""MOAPIA"",""BUDGETCODE"":""AP0"",""LEGISLATION"":""§ 25-202"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""441 4th Street NW, Suite 721 North"",""TYPE"":""Agency"",""WEB_URL"":""https://apia.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":2,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOFMB""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1141"",""source_row_key"":""1141""}",dc.mayor.s.office.on.fathers.men.and.boys,"[""Act B20-0366""]","Mayor's Office on Fathers, Men, and Boys",https://communityaffairs.dc.gov/mofmb,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1141,""AGENCY_NAME"":""Mayor's Office on Fathers, Men, and Boys"",""SHORT_NAME"":""Mayor's Office on Fathers, Men, and Boys"",""ACRONYM"":""MOFMB"",""BUDGETCODE"":""AA0"",""LEGISLATION"":""Act B20-0366"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://communityaffairs.dc.gov/mofmb"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":121,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOLA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1063"",""source_row_key"":""1063""}",dc.mayor.s.office.on.latino.affairs,"[""§ 2-1311""]",Mayor's Office on Latino Affairs,https://ola.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1063,""AGENCY_NAME"":""Mayor's Office on Latino Affairs"",""SHORT_NAME"":""Mayor's Office on Latino Affairs"",""ACRONYM"":""MOLA"",""BUDGETCODE"":""BZ0"",""LEGISLATION"":""§ 2-1311"",""MAYORAL_CLUSTER"":""Governmental Direction and Support"",""BRANCH"":""Executive"",""ADDRESS"":""2000 14th Street NW, Suite 206"",""TYPE"":""Agency"",""WEB_URL"":""https://ola.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":68,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MORCA""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1066"",""source_row_key"":""1066""}",dc.mayor.s.office.on.returning.citizen.affairs,[],Mayor's Office on Returning Citizen Affairs,https://orca.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1066,""AGENCY_NAME"":""Mayor's Office on Returning Citizen Affairs"",""SHORT_NAME"":""Mayor's Office on Returning Citizen Affairs"",""ACRONYM"":""MORCA"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""2100 Martin Luther King Jr Avenue SE, Suite 100"",""TYPE"":""Agency"",""WEB_URL"":""https://orca.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":76,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""SERVEDC""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1149"",""source_row_key"":""1149""}",dc.mayor.s.office.on.volunteerism.and.partnerships,"[""Mayor's Order 2013-171""]",Mayor's Office on Volunteerism and Partnerships,https://serve.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1149,""AGENCY_NAME"":""Mayor's Office on Volunteerism and Partnerships"",""SHORT_NAME"":""Serve DC"",""ACRONYM"":""SERVEDC"",""BUDGETCODE"":""RS0"",""LEGISLATION"":""Mayor's Order 2013-171"",""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""2235 Shannon Place SE, Suite 3040"",""TYPE"":""Agency"",""WEB_URL"":""https://serve.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":128,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MOWPI""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1064"",""source_row_key"":""1064""}",dc.mayor.s.office.on.women.s.policy.and.initiatives,[],Mayor's Office on Women's Policy and Initiatives,https://owpi.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1064,""AGENCY_NAME"":""Mayor's Office on Women's Policy and Initiatives"",""SHORT_NAME"":""Mayor's Office on Women's Policy and Initiatives"",""ACRONYM"":""MOWPI"",""BUDGETCODE"":""AA0"",""LEGISLATION"":null,""MAYORAL_CLUSTER"":""Executive"",""BRANCH"":""Executive"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Agency"",""WEB_URL"":""https://owpi.dc.gov/"",""SOURCE"":""NON-STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Governmental Direction and Support"",""OBJECTID"":85,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
"[""MPD""]",,,"{""candidate_id"":""candidate.dcgis.agencies.1067"",""source_row_key"":""1067""}",dc.metropolitan.police.department,"[""§ 5-101-01; 5-101.03""]",Metropolitan Police Department,https://mpdc.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""AGENCY_ID"":1067,""AGENCY_NAME"":""Metropolitan Police Department"",""SHORT_NAME"":""Metropolitan Police Department"",""ACRONYM"":""MPD"",""BUDGETCODE"":""FA0"",""LEGISLATION"":""§ 5-101-01; 5-101.03"",""MAYORAL_CLUSTER"":""Public Safety and Justice"",""BRANCH"":""Executive"",""ADDRESS"":""300 Indiana Avenue NW"",""TYPE"":""Agency"",""WEB_URL"":""https://mpdc.dc.gov/"",""SOURCE"":""STATUTORY"",""OBP_BFA_APPROPRIATION_TITLE"":""Public Safety and Justice"",""OBJECTID"":53,""MAYORAL_OR_NOT"":""Mayoral""}","[""dcgis.agencies""]",needs_review,agency
