aliases,candidate_collisions,caveats,derived_from,id,legal_authority_notes,name,official_url,operating_layers,record_origin,record_type,source_context,source_refs,status,unit_kind
"[""OWPI""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.64"",""source_row_key"":""64""}",dc.commission.for.women,"[""D.C. Code § 3-702""]",Commission for Women,https://owpi.dc.gov/page/dc-commission-women,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":64,""NAME"":""Commission for Women"",""SHORT_NAME"":""Commission for Women"",""ACRONYM"":""OWPI"",""GOVERNING_AGENCY"":""Mayor's Office on Women’s Policy and Initiatives"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 327"",""TYPE"":""Commission"",""WEB_URL"":""https://owpi.dc.gov/page/dc-commission-women"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3-702"",""OBJECTID"":64,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.65"",""source_row_key"":""65""}",dc.commission.on.african.affairs,"[""D.C. Code § 2-1393""]",Commission on African Affairs,https://oaa.dc.gov/page/role-commission-african-affairs-0,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":65,""NAME"":""Commission on African Affairs"",""SHORT_NAME"":""Commission on African Affairs"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Mayor's Office on African Affairs"",""ADDRESS"":""2000 14th Street NW, Suite 401"",""TYPE"":""Commission"",""WEB_URL"":""https://oaa.dc.gov/page/role-commission-african-affairs-0"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 2-1393"",""OBJECTID"":65,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""COAAA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.66"",""source_row_key"":""66""}",dc.commission.on.african.american.affairs,"[""D.C. Code § 3-1441""]",Commission on African-American Affairs,https://moaaa.dc.gov/page/commission-african-american-affairs,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":66,""NAME"":""Commission on African-American Affairs"",""SHORT_NAME"":""Commission on African-American Affairs"",""ACRONYM"":""COAAA"",""GOVERNING_AGENCY"":""Mayor’s Office on African American Affairs"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 332"",""TYPE"":""Commission"",""WEB_URL"":""https://moaaa.dc.gov/page/commission-african-american-affairs"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3-1441"",""OBJECTID"":66,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""COA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.67"",""source_row_key"":""67""}",dc.commission.on.aging,"[""D.C. Code § 7-504.01""]",Commission on Aging,https://dcoa.dc.gov/page/commission-aging,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":67,""NAME"":""Commission on Aging"",""SHORT_NAME"":""Commission on Aging"",""ACRONYM"":""COA"",""GOVERNING_AGENCY"":""Department of Aging and Community Living"",""ADDRESS"":""500 K Street NE"",""TYPE"":""Commission"",""WEB_URL"":""https://dcoa.dc.gov/page/commission-aging"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 7-504.01"",""OBJECTID"":67,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""CAPIA""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.68"",""source_row_key"":""68""}",dc.commission.on.asian.and.pacific.islander.community.development,"[""D.C. Code § 2-1374""]",Commission on Asian and Pacific Islander Community Development,https://apia.dc.gov/page/commission-api-affairs,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":68,""NAME"":""Commission on Asian and Pacific Islander Community Development"",""SHORT_NAME"":""Commission on Asian and Pacific Islander Community Development"",""ACRONYM"":""CAPIA"",""GOVERNING_AGENCY"":""Mayor's Office on Asian and Pacific Islander Affairs"",""ADDRESS"":""441 4th Street NW, Suite 721 "",""TYPE"":""Commission"",""WEB_URL"":""https://apia.dc.gov/page/commission-api-affairs"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 2-1374"",""OBJECTID"":68,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.69"",""source_row_key"":""69""}",dc.commission.on.climate.change.and.resiliency,"[""Mayor's Orders 2017-314""]",Commission on Climate Change and Resiliency,https://doee.dc.gov/publication/commission-climate-change-and-resiliency,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":69,""NAME"":""Commission on Climate Change and Resiliency"",""SHORT_NAME"":""Commission on Climate Change and Resiliency"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of the City Administrator"",""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":""https://doee.dc.gov/publication/commission-climate-change-and-resiliency"",""AUTHORIZING_ORDER_LAW"":""Mayor's Orders 2017-314"",""OBJECTID"":69,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.70"",""source_row_key"":""70""}",dc.commission.on.fashion.arts.and.events,"[""D.C. Code § 3-651""]",Commission on Fashion Arts and Events,https://dmped.dc.gov/page/commission-fashion-arts-and-events,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":70,""NAME"":""Commission on Fashion Arts and Events"",""SHORT_NAME"":""Commission on Fashion Arts and Events"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of the Deputy Mayor for Planning and Economic Development"",""ADDRESS"":""1350 Pennsylvania Avenue NW, Suite 327"",""TYPE"":""Commission"",""WEB_URL"":""https://dmped.dc.gov/page/commission-fashion-arts-and-events"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 3-651"",""OBJECTID"":70,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.72"",""source_row_key"":""72""}",dc.commission.on.health.equity,"[""D.C. Code § 7–756.01""]",Commission on Health Equity,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":72,""NAME"":""Commission on Health Equity"",""SHORT_NAME"":""Commission on Health Equity"",""ACRONYM"":null,""GOVERNING_AGENCY"":""DC Health"",""ADDRESS"":""899 North Capitol Street NE"",""TYPE"":""Commission"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.C. Code § 7–756.01"",""OBJECTID"":72,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.73"",""source_row_key"":""73""}",dc.commission.on.human.rights,"[""D.C. Code § 2-1404.01""]",Commission on Human Rights,https://ohr.dc.gov/commission,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":73,""NAME"":""Commission on Human Rights"",""SHORT_NAME"":""Commission on Human Rights"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of Human Rights"",""ADDRESS"":""441 4th Street NW, Suite 570 "",""TYPE"":""Commission"",""WEB_URL"":""https://ohr.dc.gov/commission"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 2-1404.01"",""OBJECTID"":73,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
"[""CJDT""]",,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.74"",""source_row_key"":""74""}",dc.commission.on.judicial.disabilities.and.tenure,"[""D.C. Code § 11-1521""]",Commission on Judicial Disabilities and Tenure,https://cjdt.dc.gov/,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":74,""NAME"":""Commission on Judicial Disabilities and Tenure"",""SHORT_NAME"":""Commission on Judicial Disabilities and Tenure"",""ACRONYM"":""CJDT"",""GOVERNING_AGENCY"":null,""ADDRESS"":""515 5th Street NW, Suite 246"",""TYPE"":""Commission"",""WEB_URL"":""https://cjdt.dc.gov/"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 11-1521"",""OBJECTID"":74,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.75"",""source_row_key"":""75""}",dc.commission.on.latino.community.development,"[""D.C. Code § 2-1321""]",Commission on Latino Community Development,https://mola.dc.gov/page/commission-latino-community-development,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":75,""NAME"":""Commission on Latino Community Development"",""SHORT_NAME"":""Commission on Latino Community Development"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Mayor's Office on Latino Affairs"",""ADDRESS"":""2000 14th Street NW, 2nd Floor"",""TYPE"":""Commission"",""WEB_URL"":""https://mola.dc.gov/page/commission-latino-community-development"",""AUTHORIZING_ORDER_LAW"":""D.C. Code § 2-1321"",""OBJECTID"":75,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.76"",""source_row_key"":""76""}",dc.commission.on.out.of.school.time.grants.and.youth.outcomes,"[""D.G. AGT 21-679""]",Commission on Out of School Time Grants and Youth Outcomes,,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":76,""NAME"":""Commission on Out of School Time Grants and Youth Outcomes"",""SHORT_NAME"":""Commission on Out of School Time Grants and Youth Outcomes"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of Out of School Time Grants and Youth Outcomes"",""ADDRESS"":null,""TYPE"":""Commission"",""WEB_URL"":null,""AUTHORIZING_ORDER_LAW"":""D.G. AGT 21-679"",""OBJECTID"":76,""CLUSTER_DC"":null}","[""dcgis.boards_commissions_councils""]",needs_review,commission
[],,,"{""candidate_id"":""candidate.dcgis.boards_commissions_councils.77"",""source_row_key"":""77""}",dc.commission.on.persons.with.disabilities,"[""Mayor's Order 2009-165""]",Commission on Persons with Disabilities,https://odr.dc.gov/DCCPD,"[""municipal""]",generated_curated,civic_unit,"{""ENTITY_ID"":77,""NAME"":""Commission on Persons with Disabilities"",""SHORT_NAME"":""Commission on Persons with Disabilities"",""ACRONYM"":null,""GOVERNING_AGENCY"":""Office of Disability Rights"",""ADDRESS"":""441 4th Street NW, Suite 729 "",""TYPE"":""Commission"",""WEB_URL"":""https://odr.dc.gov/DCCPD"",""AUTHORIZING_ORDER_LAW"":""Mayor's Order 2009-165"",""OBJECTID"":77,""CLUSTER_DC"":""Health and Human Services""}","[""dcgis.boards_commissions_councils""]",needs_review,commission
